date,price_per_kg,location,commodity,category
2025-11-01,320.16098497759134,Barguna,Ruhi (Local) - small (1.50-2.00 kg),Fish
2025-12-01,329.66382145133105,Barguna,Ruhi (Local) - small (1.50-2.00 kg),Fish
2026-01-01,333.4798102793207,Barguna,Ruhi (Local) - small (1.50-2.00 kg),Fish
2026-02-01,326.77166022488484,Barguna,Ruhi (Local) - small (1.50-2.00 kg),Fish
2026-03-01,334.555985291373,Barguna,Ruhi (Local) - small (1.50-2.00 kg),Fish
2026-04-01,356.58094188433716,Barguna,Ruhi (Local) - small (1.50-2.00 kg),Fish
2026-05-01,355.87631848438343,Barguna,Ruhi (Local) - small (1.50-2.00 kg),Fish
2026-06-01,347.4539173303199,Barguna,Ruhi (Local) - small (1.50-2.00 kg),Fish
2026-07-01,346.893762461097,Barguna,Ruhi (Local) - small (1.50-2.00 kg),Fish
2026-08-01,350.5632161889784,Barguna,Ruhi (Local) - small (1.50-2.00 kg),Fish
2026-09-01,357.85568806615265,Barguna,Ruhi (Local) - small (1.50-2.00 kg),Fish
2025-01-01,286.1768892052464,Barguna,Sonali Chicken,Chicken
2025-02-01,288.85018141104746,Barguna,Sonali Chicken,Chicken
2025-03-01,279.8299214445734,Barguna,Sonali Chicken,Chicken
2025-04-01,297.85192715589756,Barguna,Sonali Chicken,Chicken
2025-05-01,274.66923271435223,Barguna,Sonali Chicken,Chicken
2025-06-01,273.21450891572044,Barguna,Sonali Chicken,Chicken
2025-07-01,288.1115731974651,Barguna,Sonali Chicken,Chicken
2025-08-01,295.66022439160986,Barguna,Sonali Chicken,Chicken
2025-09-01,301.63245909515155,Barguna,Sonali Chicken,Chicken
2025-10-01,284.0230505356205,Barguna,Sonali Chicken,Chicken
2025-11-01,297.6368567604941,Barguna,Sonali Chicken,Chicken
2025-12-01,288.72852308860115,Barguna,Sonali Chicken,Chicken
2026-01-01,288.16026438418777,Barguna,Sonali Chicken,Chicken
2026-02-01,297.69105363774264,Barguna,Sonali Chicken,Chicken
2026-03-01,296.2980246470742,Barguna,Sonali Chicken,Chicken
2026-04-01,277.9598401186623,Barguna,Sonali Chicken,Chicken
2026-05-01,304.42956884323047,Barguna,Sonali Chicken,Chicken
2026-06-01,304.1808897168329,Barguna,Sonali Chicken,Chicken
2026-07-01,287.7350876222471,Barguna,Sonali Chicken,Chicken
2026-08-01,296.96961756705775,Barguna,Sonali Chicken,Chicken
2026-09-01,298.37250823919294,Barguna,Sonali Chicken,Chicken
2025-01-01,134.95646001515686,Barisal,Chinigura Rice,Rice
2025-02-01,140.62601126632205,Barisal,Chinigura Rice,Rice
2025-03-01,138.89125475855965,Barisal,Chinigura Rice,Rice
2025-04-01,136.0013883275144,Barisal,Chinigura Rice,Rice
2025-05-01,141.4441601401528,Barisal,Chinigura Rice,Rice
2025-06-01,127.59001414016586,Barisal,Chinigura Rice,Rice
2025-07-01,144.60065582128945,Barisal,Chinigura Rice,Rice
2025-08-01,133.7114624937556,Barisal,Chinigura Rice,Rice
2025-09-01,140.10624440231842,Barisal,Chinigura Rice,Rice
2025-10-01,137.8524519557364,Barisal,Chinigura Rice,Rice
2025-11-01,137.9576878575436,Barisal,Chinigura Rice,Rice
2025-12-01,148.7212640640568,Barisal,Chinigura Rice,Rice
2026-01-01,142.93714218556795,Barisal,Chinigura Rice,Rice
2026-02-01,147.05048616712696,Barisal,Chinigura Rice,Rice
2026-03-01,146.27075676371473,Barisal,Chinigura Rice,Rice
2026-04-01,149.208091415047,Barisal,Chinigura Rice,Rice
2026-05-01,148.40083215558926,Barisal,Chinigura Rice,Rice
2026-06-01,143.70548514951102,Barisal,Chinigura Rice,Rice
2026-07-01,153.75493476860112,Barisal,Chinigura Rice,Rice
2026-08-01,148.53200577199914,Barisal,Chinigura Rice,Rice
2026-09-01,145.03999798474953,Barisal,Chinigura Rice,Rice
2025-01-01,152.00330636900827,Barisal,Farm-raised Hen,Chicken
2025-02-01,152.90268963423287,Barisal,Farm-raised Hen,Chicken
2025-03-01,153.9321570195619,Barisal,Farm-raised Hen,Chicken
2025-04-01,165.88679947177388,Barisal,Farm-raised Hen,Chicken
2025-05-01,158.97876879669258,Barisal,Farm-raised Hen,Chicken
2025-06-01,160.102630487968,Barisal,Farm-raised Hen,Chicken
2025-07-01,163.77089871947584,Barisal,Farm-raised Hen,Chicken
2025-08-01,161.02562947284625,Barisal,Farm-raised Hen,Chicken
2025-09-01,159.63364738376228,Barisal,Farm-raised Hen,Chicken
2025-10-01,160.82472620785302,Barisal,Farm-raised Hen,Chicken
2025-11-01,162.30177904667696,Barisal,Farm-raised Hen,Chicken
2025-12-01,163.36238181096996,Barisal,Farm-raised Hen,Chicken
2026-01-01,167.78922218246404,Barisal,Farm-raised Hen,Chicken
2026-02-01,165.577643095131,Barisal,Farm-raised Hen,Chicken
2026-03-01,169.61666005044125,Barisal,Farm-raised Hen,Chicken
2026-04-01,166.77064247953783,Barisal,Farm-raised Hen,Chicken
2026-05-01,168.40715715622932,Barisal,Farm-raised Hen,Chicken
2026-06-01,159.73864830720981,Barisal,Farm-raised Hen,Chicken
2026-07-01,174.0718432581141,Barisal,Farm-raised Hen,Chicken
2026-08-01,172.3480271913068,Barisal,Farm-raised Hen,Chicken
2026-09-01,176.2526082501358,Barisal,Farm-raised Hen,Chicken
2025-01-01,432.72320890949015,Barisal,Katla-Medium (2.50-4.50 kg),Fish
2025-02-01,405.78679584463833,Barisal,Katla-Medium (2.50-4.50 kg),Fish
2025-03-01,426.6032391692931,Barisal,Katla-Medium (2.50-4.50 kg),Fish
2025-04-01,405.72140860341665,Barisal,Katla-Medium (2.50-4.50 kg),Fish
2025-05-01,411.17166242999184,Barisal,Katla-Medium (2.50-4.50 kg),Fish
2025-06-01,443.1087594951997,Barisal,Katla-Medium (2.50-4.50 kg),Fish
2025-07-01,416.71730979507015,Barisal,Katla-Medium (2.50-4.50 kg),Fish
2025-08-01,421.8970440099344,Barisal,Katla-Medium (2.50-4.50 kg),Fish
2025-09-01,430.14892227272134,Barisal,Katla-Medium (2.50-4.50 kg),Fish
2025-10-01,425.4973124578791,Barisal,Katla-Medium (2.50-4.50 kg),Fish
2025-11-01,421.21160225465866,Barisal,Katla-Medium (2.50-4.50 kg),Fish
2025-12-01,423.9592830784639,Barisal,Katla-Medium (2.50-4.50 kg),Fish
2026-01-01,449.6226003694555,Barisal,Katla-Medium (2.50-4.50 kg),Fish
2026-02-01,418.7543383036353,Barisal,Katla-Medium (2.50-4.50 kg),Fish
2026-03-01,422.0570432055356,Barisal,Katla-Medium (2.50-4.50 kg),Fish
2026-04-01,432.78303052709185,Barisal,Katla-Medium (2.50-4.50 kg),Fish
2026-05-01,433.52461043037977,Barisal,Katla-Medium (2.50-4.50 kg),Fish
2026-06-01,434.60080528079976,Barisal,Katla-Medium (2.50-4.50 kg),Fish
2026-07-01,427.7641369443573,Barisal,Katla-Medium (2.50-4.50 kg),Fish
2026-08-01,405.4305906242803,Barisal,Katla-Medium (2.50-4.50 kg),Fish
2026-09-01,440.3659120327005,Barisal,Katla-Medium (2.50-4.50 kg),Fish
2025-01-01,303.21544310915147,Barisal,Katla-Small (1.50-2.00 kg),Fish
2025-02-01,306.84851452054943,Barisal,Katla-Small (1.50-2.00 kg),Fish
2025-03-01,306.8331974877008,Barisal,Katla-Small (1.50-2.00 kg),Fish
2025-04-01,307.80190749323083,Barisal,Katla-Small (1.50-2.00 kg),Fish
2025-05-01,318.71606015837443,Barisal,Katla-Small (1.50-2.00 kg),Fish
2025-06-01,308.1943811892158,Barisal,Katla-Small (1.50-2.00 kg),Fish
2025-07-01,301.8877999042219,Barisal,Katla-Small (1.50-2.00 kg),Fish
2025-08-01,312.9519078430844,Barisal,Katla-Small (1.50-2.00 kg),Fish
2025-09-01,315.058225340407,Barisal,Katla-Small (1.50-2.00 kg),Fish
2025-10-01,293.0811475902327,Barisal,Katla-Small (1.50-2.00 kg),Fish
2025-11-01,309.76644336704635,Barisal,Katla-Small (1.50-2.00 kg),Fish
2025-12-01,310.7644014168998,Barisal,Katla-Small (1.50-2.00 kg),Fish
2026-01-01,301.7140931868988,Barisal,Katla-Small (1.50-2.00 kg),Fish
2026-02-01,317.01645276608735,Barisal,Katla-Small (1.50-2.00 kg),Fish
2026-03-01,303.16282816239425,Barisal,Katla-Small (1.50-2.00 kg),Fish
2026-04-01,305.72711249259186,Barisal,Katla-Small (1.50-2.00 kg),Fish
2026-05-01,303.0574060021725,Barisal,Katla-Small (1.50-2.00 kg),Fish
2026-06-01,304.82894396139665,Barisal,Katla-Small (1.50-2.00 kg),Fish
2026-07-01,294.7476792928197,Barisal,Katla-Small (1.50-2.00 kg),Fish
2026-08-01,291.6666806038617,Barisal,Katla-Small (1.50-2.00 kg),Fish
2026-09-01,319.37579740710197,Barisal,Katla-Small (1.50-2.00 kg),Fish
2025-01-01,209.40745000604875,Barisal,Pangash (small),Fish
2025-02-01,205.0908272645293,Barisal,Pangash (small),Fish
2025-03-01,224.14754188328214,Barisal,Pangash (small),Fish
2025-04-01,220.1635306311526,Barisal,Pangash (small),Fish
2025-05-01,209.35326660435408,Barisal,Pangash (small),Fish
2025-06-01,228.25293828975205,Barisal,Pangash (small),Fish
2025-07-01,220.17951229200725,Barisal,Pangash (small),Fish
2025-08-01,211.87597672775772,Barisal,Pangash (small),Fish
2025-09-01,198.01304552666954,Barisal,Pangash (small),Fish
2025-10-01,228.76044369918282,Barisal,Pangash (small),Fish
2025-11-01,205.25196226342263,Barisal,Pangash (small),Fish
2025-12-01,203.67861233008892,Barisal,Pangash (small),Fish
2026-01-01,220.83217231267392,Barisal,Pangash (small),Fish
2026-02-01,229.97444024955956,Barisal,Pangash (small),Fish
2026-03-01,223.27931088082073,Barisal,Pangash (small),Fish
2026-04-01,218.0900987835006,Barisal,Pangash (small),Fish
2026-05-01,218.3528798192357,Barisal,Pangash (small),Fish
2026-06-01,220.07482230616176,Barisal,Pangash (small),Fish
2026-07-01,219.53485066106248,Barisal,Pangash (small),Fish
2026-08-01,216.54016150530646,Barisal,Pangash (small),Fish
2026-09-01,215.47175589689874,Barisal,Pangash (small),Fish
2025-01-01,58.36700256485378,Barisal,Rice - Aman - Coarse,Rice
2025-02-01,61.11337549914738,Barisal,Rice - Aman - Coarse,Rice
2025-03-01,59.27591120203001,Barisal,Rice - Aman - Coarse,Rice
2025-04-01,58.868556612619024,Barisal,Rice - Aman - Coarse,Rice
2025-05-01,61.04098117541543,Barisal,Rice - Aman - Coarse,Rice
2025-06-01,63.08173966109814,Barisal,Rice - Aman - Coarse,Rice
2025-07-01,62.012714295266385,Barisal,Rice - Aman - Coarse,Rice
2025-08-01,57.22637579736589,Barisal,Rice - Aman - Coarse,Rice
2025-09-01,58.10269384603392,Barisal,Rice - Aman - Coarse,Rice
2025-10-01,61.46848408874273,Barisal,Rice - Aman - Coarse,Rice
2025-11-01,57.7254315920964,Barisal,Rice - Aman - Coarse,Rice
2025-12-01,58.92822792385266,Barisal,Rice - Aman - Coarse,Rice
2026-01-01,60.16207241141842,Barisal,Rice - Aman - Coarse,Rice
2026-02-01,57.165868897156535,Barisal,Rice - Aman - Coarse,Rice
2026-03-01,58.951342717926586,Barisal,Rice - Aman - Coarse,Rice
2026-04-01,56.10086229995917,Barisal,Rice - Aman - Coarse,Rice
2026-05-01,57.25717884633363,Barisal,Rice - Aman - Coarse,Rice
2026-06-01,58.76120608173883,Barisal,Rice - Aman - Coarse,Rice
2026-07-01,55.03749141627587,Barisal,Rice - Aman - Coarse,Rice
2026-08-01,58.59341331433294,Barisal,Rice - Aman - Coarse,Rice
2026-09-01,57.549426326233,Barisal,Rice - Aman - Coarse,Rice
2025-01-01,67.86399285872075,Barisal,Rice - Aman - Medium,Rice
2025-02-01,66.58208021919651,Barisal,Rice - Aman - Medium,Rice
2025-03-01,67.54414298192212,Barisal,Rice - Aman - Medium,Rice
2025-04-01,68.24110182707712,Barisal,Rice - Aman - Medium,Rice
2025-05-01,67.0812767936851,Barisal,Rice - Aman - Medium,Rice
2025-06-01,66.90754951857318,Barisal,Rice - Aman - Medium,Rice
2025-07-01,65.24441112918677,Barisal,Rice - Aman - Medium,Rice
2025-08-01,65.1667424167575,Barisal,Rice - Aman - Medium,Rice
2025-09-01,63.50944355329563,Barisal,Rice - Aman - Medium,Rice
2025-10-01,69.7460578125539,Barisal,Rice - Aman - Medium,Rice
2025-11-01,63.51750698226456,Barisal,Rice - Aman - Medium,Rice
2025-12-01,64.47805864818012,Barisal,Rice - Aman - Medium,Rice
2026-01-01,64.26937628237643,Barisal,Rice - Aman - Medium,Rice
2026-02-01,67.38474033114771,Barisal,Rice - Aman - Medium,Rice
2026-03-01,64.81436226317244,Barisal,Rice - Aman - Medium,Rice
2026-04-01,67.78644741991718,Barisal,Rice - Aman - Medium,Rice
2026-05-01,63.732654619020074,Barisal,Rice - Aman - Medium,Rice
2026-06-01,65.50762298967332,Barisal,Rice - Aman - Medium,Rice
2026-07-01,63.090448180568885,Barisal,Rice - Aman - Medium,Rice
2026-08-01,68.97883206281928,Barisal,Rice - Aman - Medium,Rice
2026-09-01,62.06206369189982,Barisal,Rice - Aman - Medium,Rice
2025-01-01,58.38365284641869,Barisal,Rice - Boro - Hybrid - Coarse,Rice
2025-02-01,58.40699897547256,Barisal,Rice - Boro - Hybrid - Coarse,Rice
2025-03-01,58.638469493422896,Barisal,Rice - Boro - Hybrid - Coarse,Rice
2025-04-01,58.228041896270874,Barisal,Rice - Boro - Hybrid - Coarse,Rice
2025-05-01,60.11028898406305,Barisal,Rice - Boro - Hybrid - Coarse,Rice
2025-06-01,62.231655032268065,Barisal,Rice - Boro - Hybrid - Coarse,Rice
2025-07-01,57.28200276254397,Barisal,Rice - Boro - Hybrid - Coarse,Rice
2025-08-01,55.776931229458675,Barisal,Rice - Boro - Hybrid - Coarse,Rice
2025-09-01,57.959726219543285,Barisal,Rice - Boro - Hybrid - Coarse,Rice
2025-10-01,62.58451162162794,Barisal,Rice - Boro - Hybrid - Coarse,Rice
2025-11-01,56.55100972256535,Barisal,Rice - Boro - Hybrid - Coarse,Rice
2025-12-01,60.779150342472114,Barisal,Rice - Boro - Hybrid - Coarse,Rice
2026-01-01,60.772760530789355,Barisal,Rice - Boro - Hybrid - Coarse,Rice
2026-02-01,56.768443290749275,Barisal,Rice - Boro - Hybrid - Coarse,Rice
2026-03-01,58.67128033215163,Barisal,Rice - Boro - Hybrid - Coarse,Rice
2026-04-01,60.462877581011945,Barisal,Rice - Boro - Hybrid - Coarse,Rice
2026-05-01,56.85267709240743,Barisal,Rice - Boro - Hybrid - Coarse,Rice
2026-06-01,57.08752086827345,Barisal,Rice - Boro - Hybrid - Coarse,Rice
2026-07-01,56.347224536697034,Barisal,Rice - Boro - Hybrid - Coarse,Rice
2026-08-01,55.51010027457848,Barisal,Rice - Boro - Hybrid - Coarse,Rice
2026-09-01,56.07947093813611,Barisal,Rice - Boro - Hybrid - Coarse,Rice
2025-01-01,68.6581857039768,Barisal,Rice - Boro - Hybrid - Medium,Rice
2025-02-01,64.90278843655946,Barisal,Rice - Boro - Hybrid - Medium,Rice
2025-03-01,68.66721720958016,Barisal,Rice - Boro - Hybrid - Medium,Rice
2025-04-01,69.60055231198794,Barisal,Rice - Boro - Hybrid - Medium,Rice
2025-05-01,63.722882681901744,Barisal,Rice - Boro - Hybrid - Medium,Rice
2025-06-01,68.47118226448796,Barisal,Rice - Boro - Hybrid - Medium,Rice
2025-07-01,70.12237850503097,Barisal,Rice - Boro - Hybrid - Medium,Rice
2025-08-01,65.04232199949945,Barisal,Rice - Boro - Hybrid - Medium,Rice
2025-09-01,70.84281869047263,Barisal,Rice - Boro - Hybrid - Medium,Rice
2025-10-01,68.18401800349645,Barisal,Rice - Boro - Hybrid - Medium,Rice
2025-11-01,65.79014266327523,Barisal,Rice - Boro - Hybrid - Medium,Rice
2025-12-01,67.02332123290675,Barisal,Rice - Boro - Hybrid - Medium,Rice
2026-01-01,68.18461056252411,Barisal,Rice - Boro - Hybrid - Medium,Rice
2026-02-01,67.10328751455147,Barisal,Rice - Boro - Hybrid - Medium,Rice
2026-03-01,67.95501498521068,Barisal,Rice - Boro - Hybrid - Medium,Rice
2026-04-01,64.87511510228069,Barisal,Rice - Boro - Hybrid - Medium,Rice
2026-05-01,67.00988889035295,Barisal,Rice - Boro - Hybrid - Medium,Rice
2026-06-01,63.67708402020447,Barisal,Rice - Boro - Hybrid - Medium,Rice
2026-07-01,66.24641125759562,Barisal,Rice - Boro - Hybrid - Medium,Rice
2026-08-01,64.53027774493053,Barisal,Rice - Boro - Hybrid - Medium,Rice
2026-09-01,64.77989488151385,Barisal,Rice - Boro - Hybrid - Medium,Rice
2025-01-01,79.94161049999434,Barisal,Rice-Boro-Hybrid -Fine,Rice
2025-02-01,81.64329133593827,Barisal,Rice-Boro-Hybrid -Fine,Rice
2025-03-01,85.21352792101143,Barisal,Rice-Boro-Hybrid -Fine,Rice
2025-04-01,82.33486534823972,Barisal,Rice-Boro-Hybrid -Fine,Rice
2025-05-01,87.51208194221071,Barisal,Rice-Boro-Hybrid -Fine,Rice
2025-06-01,82.51436201756097,Barisal,Rice-Boro-Hybrid -Fine,Rice
2025-07-01,81.79314230607616,Barisal,Rice-Boro-Hybrid -Fine,Rice
2025-08-01,80.32832833570555,Barisal,Rice-Boro-Hybrid -Fine,Rice
2025-09-01,81.20372336905984,Barisal,Rice-Boro-Hybrid -Fine,Rice
2025-10-01,80.27238582330314,Barisal,Rice-Boro-Hybrid -Fine,Rice
2025-11-01,82.18401633341458,Barisal,Rice-Boro-Hybrid -Fine,Rice
2025-12-01,82.57823035101391,Barisal,Rice-Boro-Hybrid -Fine,Rice
2026-01-01,78.03505217614881,Barisal,Rice-Boro-Hybrid -Fine,Rice
2026-02-01,76.46094702208828,Barisal,Rice-Boro-Hybrid -Fine,Rice
2026-03-01,74.98669399478169,Barisal,Rice-Boro-Hybrid -Fine,Rice
2026-04-01,80.5769557994275,Barisal,Rice-Boro-Hybrid -Fine,Rice
2026-05-01,76.35941989129624,Barisal,Rice-Boro-Hybrid -Fine,Rice
2026-06-01,73.5349512530352,Barisal,Rice-Boro-Hybrid -Fine,Rice
2026-07-01,79.61435021515192,Barisal,Rice-Boro-Hybrid -Fine,Rice
2026-08-01,84.61008795564852,Barisal,Rice-Boro-Hybrid -Fine,Rice
2026-09-01,78.19146891396727,Barisal,Rice-Boro-Hybrid -Fine,Rice
2025-01-01,404.6579695700175,Barisal,Ruhi (Imported) medium (2.50-4.50 kg),Fish
2025-02-01,390.4228704479988,Barisal,Ruhi (Imported) medium (2.50-4.50 kg),Fish
2025-03-01,397.0633206245324,Barisal,Ruhi (Imported) medium (2.50-4.50 kg),Fish
2025-04-01,397.7570596215301,Barisal,Ruhi (Imported) medium (2.50-4.50 kg),Fish
2025-05-01,386.11587503283494,Barisal,Ruhi (Imported) medium (2.50-4.50 kg),Fish
2025-06-01,405.78085788264184,Barisal,Ruhi (Imported) medium (2.50-4.50 kg),Fish
2025-07-01,392.0460689126613,Barisal,Ruhi (Imported) medium (2.50-4.50 kg),Fish
2025-08-01,385.2368440770559,Barisal,Ruhi (Imported) medium (2.50-4.50 kg),Fish
2025-09-01,400.55571859628856,Barisal,Ruhi (Imported) medium (2.50-4.50 kg),Fish
2025-10-01,383.65506448051195,Barisal,Ruhi (Imported) medium (2.50-4.50 kg),Fish
2025-11-01,394.6546713235936,Barisal,Ruhi (Imported) medium (2.50-4.50 kg),Fish
2025-12-01,394.26618121712363,Barisal,Ruhi (Imported) medium (2.50-4.50 kg),Fish
2026-01-01,407.25485717125605,Barisal,Ruhi (Imported) medium (2.50-4.50 kg),Fish
2026-02-01,400.086345792809,Barisal,Ruhi (Imported) medium (2.50-4.50 kg),Fish
2026-03-01,394.2347662919936,Barisal,Ruhi (Imported) medium (2.50-4.50 kg),Fish
2026-04-01,404.24369975440436,Barisal,Ruhi (Imported) medium (2.50-4.50 kg),Fish
2026-05-01,411.0586945927862,Barisal,Ruhi (Imported) medium (2.50-4.50 kg),Fish
2026-06-01,401.27692748098,Barisal,Ruhi (Imported) medium (2.50-4.50 kg),Fish
2026-07-01,394.86143628561234,Barisal,Ruhi (Imported) medium (2.50-4.50 kg),Fish
2026-08-01,379.29327109884133,Barisal,Ruhi (Imported) medium (2.50-4.50 kg),Fish
2026-09-01,382.2602254452971,Barisal,Ruhi (Imported) medium (2.50-4.50 kg),Fish
2025-01-01,294.2993124380431,Barisal,Ruhi (Local) - small (1.50-2.00 kg),Fish
2025-02-01,298.52088584994374,Barisal,Ruhi (Local) - small (1.50-2.00 kg),Fish
2025-03-01,293.28297159627414,Barisal,Ruhi (Local) - small (1.50-2.00 kg),Fish
2025-04-01,298.24454722781456,Barisal,Ruhi (Local) - small (1.50-2.00 kg),Fish
2025-05-01,294.57697314431033,Barisal,Ruhi (Local) - small (1.50-2.00 kg),Fish
2025-06-01,276.64910724937437,Barisal,Ruhi (Local) - small (1.50-2.00 kg),Fish
2025-07-01,285.83374131714237,Barisal,Ruhi (Local) - small (1.50-2.00 kg),Fish
2025-08-01,292.895229675174,Barisal,Ruhi (Local) - small (1.50-2.00 kg),Fish
2025-09-01,283.5551418409463,Barisal,Ruhi (Local) - small (1.50-2.00 kg),Fish
2025-10-01,299.55733704357783,Barisal,Ruhi (Local) - small (1.50-2.00 kg),Fish
2025-11-01,307.8137769667121,Barisal,Ruhi (Local) - small (1.50-2.00 kg),Fish
2025-12-01,305.1160800043384,Barisal,Ruhi (Local) - small (1.50-2.00 kg),Fish
2026-01-01,292.54480149214294,Barisal,Ruhi (Local) - small (1.50-2.00 kg),Fish
2026-02-01,307.61752103976073,Barisal,Ruhi (Local) - small (1.50-2.00 kg),Fish
2026-03-01,295.8407897503881,Barisal,Ruhi (Local) - small (1.50-2.00 kg),Fish
2026-04-01,291.6115329462178,Barisal,Ruhi (Local) - small (1.50-2.00 kg),Fish
2026-05-01,289.22825153224585,Barisal,Ruhi (Local) - small (1.50-2.00 kg),Fish
2026-06-01,292.0209887050328,Barisal,Ruhi (Local) - small (1.50-2.00 kg),Fish
2026-07-01,291.3177399561602,Barisal,Ruhi (Local) - small (1.50-2.00 kg),Fish
2026-08-01,296.29335293184363,Barisal,Ruhi (Local) - small (1.50-2.00 kg),Fish
2026-09-01,296.2587773298431,Barisal,Ruhi (Local) - small (1.50-2.00 kg),Fish
2025-01-01,199.32070774345587,Barisal,Telapia/Nilotica,Fish
2025-02-01,184.4524553853453,Barisal,Telapia/Nilotica,Fish
2025-03-01,177.52280686950616,Barisal,Telapia/Nilotica,Fish
2025-04-01,197.0890924856843,Barisal,Telapia/Nilotica,Fish
2025-05-01,182.99557594306492,Barisal,Telapia/Nilotica,Fish
2025-06-01,188.92147482296116,Barisal,Telapia/Nilotica,Fish
2025-07-01,182.71087590996916,Barisal,Telapia/Nilotica,Fish
2025-08-01,178.32285095330107,Barisal,Telapia/Nilotica,Fish
2025-09-01,191.23328169308698,Barisal,Telapia/Nilotica,Fish
2025-10-01,191.78459766721699,Barisal,Telapia/Nilotica,Fish
2025-11-01,183.3046902693053,Barisal,Telapia/Nilotica,Fish
2025-12-01,170.87785402651298,Barisal,Telapia/Nilotica,Fish
2026-01-01,182.05196086481658,Barisal,Telapia/Nilotica,Fish
2026-02-01,186.79142674827997,Barisal,Telapia/Nilotica,Fish
2026-03-01,175.20073857392984,Barisal,Telapia/Nilotica,Fish
2026-04-01,184.15083718229167,Barisal,Telapia/Nilotica,Fish
2026-05-01,182.2814233195169,Barisal,Telapia/Nilotica,Fish
2026-06-01,185.02408773520247,Barisal,Telapia/Nilotica,Fish
2026-07-01,181.6369793923947,Barisal,Telapia/Nilotica,Fish
2026-08-01,174.56996848206248,Barisal,Telapia/Nilotica,Fish
2026-09-01,186.46991018893823,Barisal,Telapia/Nilotica,Fish
2025-01-01,153.09660977715376,Bhola,Farm-raised Hen,Chicken
2025-02-01,151.78228989196498,Bhola,Farm-raised Hen,Chicken
2025-03-01,155.83670981070324,Bhola,Farm-raised Hen,Chicken
2025-04-01,165.35026932901877,Bhola,Farm-raised Hen,Chicken
2025-05-01,151.73755282075268,Bhola,Farm-raised Hen,Chicken
2025-06-01,151.3535422312503,Bhola,Farm-raised Hen,Chicken
2025-07-01,166.4532210317216,Bhola,Farm-raised Hen,Chicken
2025-08-01,159.37172710411522,Bhola,Farm-raised Hen,Chicken
2025-09-01,157.97255673782496,Bhola,Farm-raised Hen,Chicken
2025-10-01,166.6683744258478,Bhola,Farm-raised Hen,Chicken
2025-11-01,159.74967643780676,Bhola,Farm-raised Hen,Chicken
2025-12-01,171.80927523200958,Bhola,Farm-raised Hen,Chicken
2026-01-01,167.2060441285187,Bhola,Farm-raised Hen,Chicken
2026-02-01,162.52017432518946,Bhola,Farm-raised Hen,Chicken
2026-03-01,175.57401218415174,Bhola,Farm-raised Hen,Chicken
2026-04-01,163.45356165466492,Bhola,Farm-raised Hen,Chicken
2026-05-01,170.46821858110718,Bhola,Farm-raised Hen,Chicken
2026-06-01,169.14792971197178,Bhola,Farm-raised Hen,Chicken
2026-07-01,174.55499752780656,Bhola,Farm-raised Hen,Chicken
2026-08-01,176.5050440576546,Bhola,Farm-raised Hen,Chicken
2026-09-01,170.12636421741914,Bhola,Farm-raised Hen,Chicken
2025-01-01,56.40276203087823,Bhola,Rice - Aman - Coarse,Rice
2025-02-01,53.08352160172176,Bhola,Rice - Aman - Coarse,Rice
2025-03-01,51.958360748397354,Bhola,Rice - Aman - Coarse,Rice
2025-04-01,52.51165088580776,Bhola,Rice - Aman - Coarse,Rice
2025-05-01,49.742999275449634,Bhola,Rice - Aman - Coarse,Rice
2025-06-01,50.01785634831377,Bhola,Rice - Aman - Coarse,Rice
2025-07-01,53.15941351638518,Bhola,Rice - Aman - Coarse,Rice
2025-08-01,49.87135901643664,Bhola,Rice - Aman - Coarse,Rice
2025-09-01,48.92466153623877,Bhola,Rice - Aman - Coarse,Rice
2025-10-01,51.12720636242518,Bhola,Rice - Aman - Coarse,Rice
2025-11-01,51.838549858726175,Bhola,Rice - Aman - Coarse,Rice
2025-12-01,50.769407710871725,Bhola,Rice - Aman - Coarse,Rice
2026-01-01,50.88721937919686,Bhola,Rice - Aman - Coarse,Rice
2026-02-01,47.765860338039275,Bhola,Rice - Aman - Coarse,Rice
2026-03-01,46.380347153862644,Bhola,Rice - Aman - Coarse,Rice
2026-04-01,50.72046071712102,Bhola,Rice - Aman - Coarse,Rice
2026-05-01,47.4855345637683,Bhola,Rice - Aman - Coarse,Rice
2026-06-01,47.275832712164416,Bhola,Rice - Aman - Coarse,Rice
2026-07-01,49.471138522583324,Bhola,Rice - Aman - Coarse,Rice
2026-08-01,47.914967530348456,Bhola,Rice - Aman - Coarse,Rice
2026-09-01,47.43050359617149,Bhola,Rice - Aman - Coarse,Rice
2025-01-01,60.25288018387679,Bhola,Rice - Aman - Medium,Rice
2025-02-01,60.360761723730484,Bhola,Rice - Aman - Medium,Rice
2025-03-01,62.36029518850489,Bhola,Rice - Aman - Medium,Rice
2025-04-01,60.24465049178984,Bhola,Rice - Aman - Medium,Rice
2025-05-01,60.02570310073202,Bhola,Rice - Aman - Medium,Rice
2025-06-01,60.71577427278423,Bhola,Rice - Aman - Medium,Rice
2025-07-01,57.8479645386703,Bhola,Rice - Aman - Medium,Rice
2025-08-01,56.71825485093894,Bhola,Rice - Aman - Medium,Rice
2025-09-01,56.07333746156296,Bhola,Rice - Aman - Medium,Rice
2025-10-01,54.136492143166656,Bhola,Rice - Aman - Medium,Rice
2025-11-01,61.1212953311947,Bhola,Rice - Aman - Medium,Rice
2025-12-01,55.14621702579435,Bhola,Rice - Aman - Medium,Rice
